pair_id,mention_a,mention_b,surface_a,surface_b,kind_a,kind_b,domain_a,domain_b,passage_a,passage_b,f_name_sim,f_part_sim,f_same_domain,f_emb_cos,f_temporal,theta_cold,bucket,run_db,label
e7a80c95c5ca6ed7,8c1dd5ba21d56491:post_money:9096eae5:A,915d6a4115710641:pre_money:21429dbe:A,Uber,Uber,funding_round/unknown,funding_round/seed,www.businessinsider.com,ilyastrebulaev.substack.com,Uber is one of the most valuable private tech companies in the world with a $41 billion post-money valuation.,starting with a Series Seed at a pre-money valuation of $3.86 million,1.000000,1.000000,0.000000,1.000000,0.105125,0.810513,band,data/runs/cal_uber_01.sqlite,0
a84336ffec049660,8f1161440dd600ca:pre_money:61eef522:A,915d6a4115710641:post_money:27b8ba48:A,Uber,Uber,funding_round/unknown,funding_round/unknown,techcrunch.com,ilyastrebulaev.substack.com,that values the company at $17 billion pre-money,culminating in an IPO in 2019 at roughly $68 billion.,1.000000,1.000000,0.000000,1.000000,0.091316,0.809132,band,data/runs/cal_uber_01.sqlite,0
9873b35b89629006,8f1161440dd600ca:pre_money:61eef522:A,c2f0263e7615e819:pre_money:e1cda081:A,Uber,Uber,funding_round/unknown,funding_round/series_c,techcrunch.com,growthequityinterviewguide.com,that values the company at $17 billion pre-money,"For instance, Uber raised $258 million in Series C funding in 2013, led by Google Ventures and TPG Growth, with a pre-money valuation of $3.5 billion.",1.000000,1.000000,0.000000,1.000000,0.093956,0.809396,band,data/runs/cal_uber_01.sqlite,0
74dc893bc5382912,8f1161440dd600ca:pre_money:61eef522:A,dd36e69f13867aa6:post_money:1e0a8eb0:A,Uber,Uber,funding_round/unknown,funding_round/series_e,techcrunch.com,tracxn.com,that values the company at $17 billion pre-money,"May 12, 2015 | $1.69B | Series E | $41.4B | - | - | |",1.000000,1.000000,0.000000,1.000000,0.155289,0.815529,band,data/runs/cal_uber_01.sqlite,0
71e76c84eb5634ed,915d6a4115710641:post_money:27b8ba48:A,c1654b43f9299ff7:post_money:3ca20954:A,Uber,Uber,funding_round/unknown,funding_round/series_g,ilyastrebulaev.substack.com,techcrunch.com,culminating in an IPO in 2019 at roughly $68 billion.,could value the company has high as $64.6 billion if all the shares are issued,1.000000,1.000000,0.000000,1.000000,0.123096,0.812310,band,data/runs/cal_uber_01.sqlite,0
042022db13da834a,915d6a4115710641:pre_money:21429dbe:A,c762e6bdfbbeefc2:post_money:ce420cad:A,Uber,Uber,funding_round/seed,funding_round/unknown,ilyastrebulaev.substack.com,time.com,starting with a Series Seed at a pre-money valuation of $3.86 million,valuing the company at $17 billion.,1.000000,1.000000,0.000000,1.000000,0.091316,0.809132,band,data/runs/cal_uber_01.sqlite,0
a0046fed0649f1be,915d6a4115710641:pre_money:21429dbe:A,fa703c06cd7450fb:amount:1674ae2b:A,Uber,Uber,funding_round/seed,funding_round/unknown,ilyastrebulaev.substack.com,www.cnbc.com,starting with a Series Seed at a pre-money valuation of $3.86 million,"The company is offering 180 million shares of common stock, which means it could raise around $8.1 billion on Friday",1.000000,1.000000,0.000000,1.000000,0.244578,0.824458,band,data/runs/cal_uber_01.sqlite,0
8f04e25276a5f535,ba2ce35cafeaa192:post_money:9396b014:A,c762e6bdfbbeefc2:post_money:ce420cad:A,Uber,Uber,funding_round/unknown,funding_round/unknown,www.uberscandals.org,time.com,Google Ventures had to accept Uber’s valuation at $3.5 billion.,valuing the company at $17 billion.,1.000000,1.000000,0.000000,1.000000,0.124179,0.812418,band,data/runs/cal_uber_01.sqlite,0
cb72ed197402c0c2,c1654b43f9299ff7:price_per_share:2f20f3ac:A,dd36e69f13867aa6:post_money:21c40db7:A,Uber,Uber,funding_round/series_g,funding_round/series_f,techcrunch.com,tracxn.com,at $48.772228/share,"Jul 31, 2015 | $1B | Series F | $50B | - | - | |",1.000000,1.000000,0.000000,1.000000,0.209332,0.820933,band,data/runs/cal_uber_01.sqlite,0
6b640fc02b99dc55,c1654b43f9299ff7:price_per_share:2f20f3ac:A,dd36e69f13867aa6:post_money:f38cb5ed:A,Uber,Uber,funding_round/series_g,funding_round/series_g,techcrunch.com,tracxn.com,at $48.772228/share,"Jul 07, 2016 | Undisclosed | Series G | $28B | - | - | |",1.000000,1.000000,0.000000,1.000000,0.209332,0.820933,band,data/runs/cal_uber_01.sqlite,1
8b4b74b2f00d1729,c1654b43f9299ff7:shares_issued:d2dc67dd:A,dd36e69f13867aa6:post_money:1e0a8eb0:A,Uber,Uber,funding_round/series_g,funding_round/series_e,techcrunch.com,tracxn.com,"there are 43,057,291 shares of preferred Series G stock being issued","May 12, 2015 | $1.69B | Series E | $41.4B | - | - | |",1.000000,1.000000,0.000000,1.000000,0.209332,0.820933,band,data/runs/cal_uber_01.sqlite,0
127c660a58c934e1,c1654b43f9299ff7:shares_issued:d2dc67dd:A,dd36e69f13867aa6:post_money:555fa415:A,Uber,Uber,funding_round/series_g,funding_round/series_c,techcrunch.com,tracxn.com,"there are 43,057,291 shares of preferred Series G stock being issued","Aug 14, 2013 | $361M | Series C | $3.76B | - | ||",1.000000,1.000000,0.000000,1.000000,0.209332,0.820933,band,data/runs/cal_uber_01.sqlite,0
157d36e40c24bb3b,c2f0263e7615e819:pre_money:e1cda081:A,daa51e318f827a5c:amount:7becbddd:A,Uber,Uber,funding_round/series_c,funding_round/unknown,growthequityinterviewguide.com,sg.finance.yahoo.com,"For instance, Uber raised $258 million in Series C funding in 2013, led by Google Ventures and TPG Growth, with a pre-money valuation of $3.5 billion.","Reuters - Uber is in talks to sell more than $1 billion in convertible debt, a source familiar with the matter said, soon after the U.S. taxi service said it raised $1.2 billion in its latest funding round.",1.000000,1.000000,0.000000,1.000000,0.103752,0.810375,band,data/runs/cal_uber_01.sqlite,0
a37cfbb461a2c4b6,c762e6bdfbbeefc2:post_money:ce420cad:A,dd36e69f13867aa6:post_money:555fa415:A,Uber,Uber,funding_round/unknown,funding_round/series_c,time.com,tracxn.com,valuing the company at $17 billion.,"Aug 14, 2013 | $361M | Series C | $3.76B | - | ||",1.000000,1.000000,0.000000,1.000000,0.155289,0.815529,band,data/runs/cal_uber_01.sqlite,0
a5035dfda63432e4,c762e6bdfbbeefc2:post_money:ce420cad:A,fa703c06cd7450fb:amount:1674ae2b:A,Uber,Uber,funding_round/unknown,funding_round/unknown,time.com,www.cnbc.com,valuing the company at $17 billion.,"The company is offering 180 million shares of common stock, which means it could raise around $8.1 billion on Friday",1.000000,1.000000,0.000000,1.000000,0.373363,0.837336,band,data/runs/cal_uber_01.sqlite,0
f22ca07d32f03b45,daa51e318f827a5c:amount:7becbddd:A,dd36e69f13867aa6:post_money:555fa415:A,Uber,Uber,funding_round/unknown,funding_round/series_c,sg.finance.yahoo.com,tracxn.com,"Reuters - Uber is in talks to sell more than $1 billion in convertible debt, a source familiar with the matter said, soon after the U.S. taxi service said it raised $1.2 billion in its latest funding round.","Aug 14, 2013 | $361M | Series C | $3.76B | - | ||",1.000000,1.000000,0.000000,1.000000,0.171480,0.817148,band,data/runs/cal_uber_01.sqlite,0
e24aedcd8748dd75,daa51e318f827a5c:amount:9d1726f5:A,dd36e69f13867aa6:post_money:d30e4554:A,Uber,Uber,funding_round/unknown,funding_round/series_d,sg.finance.yahoo.com,tracxn.com,"Uber was valued at $18.2 billion in June when it raised $1.2 billion from mutual funds and investors, including Fidelity Investments, Wellington Management and BlackRock.","Jun 06, 2014 | $1.2B | Series D | $40B | - | ||",1.000000,1.000000,0.000000,1.000000,0.171480,0.817148,band,data/runs/cal_uber_01.sqlite,0
e7b4fb061ec98114,daa51e318f827a5c:post_money:f2904d51:A,dd36e69f13867aa6:post_money:21c40db7:A,Uber,Uber,funding_round/unknown,funding_round/series_f,sg.finance.yahoo.com,tracxn.com,"Uber was valued at $18.2 billion in June when it raised $1.2 billion from mutual funds and investors, including Fidelity Investments, Wellington Management and BlackRock.","Jul 31, 2015 | $1B | Series F | $50B | - | - | |",1.000000,1.000000,0.000000,1.000000,0.171480,0.817148,band,data/runs/cal_uber_01.sqlite,0
44da90a25cf8ca16,daa51e318f827a5c:post_money:f2904d51:A,dd36e69f13867aa6:post_money:f38cb5ed:A,Uber,Uber,funding_round/unknown,funding_round/series_g,sg.finance.yahoo.com,tracxn.com,"Uber was valued at $18.2 billion in June when it raised $1.2 billion from mutual funds and investors, including Fidelity Investments, Wellington Management and BlackRock.","Jul 07, 2016 | Undisclosed | Series G | $28B | - | - | |",1.000000,1.000000,0.000000,1.000000,0.171480,0.817148,band,data/runs/cal_uber_01.sqlite,0
f38b71379aa84211,dd36e69f13867aa6:post_money:21c40db7:A,fa703c06cd7450fb:amount:1674ae2b:A,Uber,Uber,funding_round/series_f,funding_round/unknown,tracxn.com,www.cnbc.com,"Jul 31, 2015 | $1B | Series F | $50B | - | - | |","The company is offering 180 million shares of common stock, which means it could raise around $8.1 billion on Friday",1.000000,1.000000,0.000000,1.000000,0.415921,0.841592,band,data/runs/cal_uber_01.sqlite,0
a40406edeaff7def,dd36e69f13867aa6:post_money:d30e4554:A,fa703c06cd7450fb:amount:1674ae2b:A,Uber,Uber,funding_round/series_d,funding_round/unknown,tracxn.com,www.cnbc.com,"Jun 06, 2014 | $1.2B | Series D | $40B | - | ||","The company is offering 180 million shares of common stock, which means it could raise around $8.1 billion on Friday",1.000000,1.000000,0.000000,1.000000,0.415921,0.841592,band,data/runs/cal_uber_01.sqlite,0
20540fb76e93ec3a,0697da150451eef7:share_price:884e3767:A,4a524d4c37e06f18:post_money:363ef733:A,Instacart,Instacart,funding_round/series_d,funding_round/series_h,www.cnbc.com,public.com,and the Series D at $18.52.,"Instacart raised $200 million of Series H venture funding in a deal led by Valiant Capital Partners and D1 Capital Partners on October 8, 2020, putting the company at a valuation of $17.5 billion.",1.000000,1.000000,0.000000,1.000000,0.996172,0.899617,easy_pos,data/runs/cal_instacart_01.sqlite,0
3daecf8139de5bb3,0697da150451eef7:share_price:884e3767:A,87ea45a2ff91024f:post_money:3322a8a0:A,Instacart,Instacart,funding_round/series_d,funding_round/unknown,www.cnbc.com,www.grocerydive.com,and the Series D at $18.52.,"in October, noted it had bagged another $200 million that raised its valuation to $17.7 billion.",1.000000,1.000000,0.000000,1.000000,0.601731,0.860173,easy_pos,data/runs/cal_instacart_01.sqlite,0
a1b40ba9394baf45,0697da150451eef7:share_price:884e3767:A,af5125cf4c1a889a:post_money:a043a2f7:A,Instacart,Instacart,funding_round/series_d,funding_round/unknown,www.cnbc.com,techcrunch.com,and the Series D at $18.52.,more than double its $17.7 billion valuation when it raised its last financing,1.000000,1.000000,0.000000,1.000000,0.601731,0.860173,easy_pos,data/runs/cal_instacart_01.sqlite,0
59796aee3231f343,0697da150451eef7:share_price:e009c7a0:A,af5125cf4c1a889a:amount:1deb50ff:A,Instacart,Instacart,funding_round/series_c,funding_round/unknown,www.cnbc.com,techcrunch.com,Both firms were in the Series C at $13.31 a share,"last year, Instacart announced three separate raises, including a $225 million round in June",1.000000,1.000000,0.000000,1.000000,0.601731,0.860173,easy_pos,data/runs/cal_instacart_01.sqlite,0
ebfd1003e5462500,0697da150451eef7:share_price:f8110e23:A,bc3d9452e0dc4d59:amount:d658105d:A,Instacart,Instacart,funding_round/series_a,funding_round/unknown,www.cnbc.com,www.forbes.com,"the price was just 24 cents a share, according to the prospectus","Mehta debuted as a billionaire after raising $225 million in June, which valued the company at $13.7 billion",1.000000,1.000000,0.000000,1.000000,0.555772,0.855577,easy_pos,data/runs/cal_instacart_01.sqlite,0
a81e7aafff7cbdac,07ceb09da1249ae6:post_money:c9a4c465:A,31f75e6ebfbfe9c2:amount:2ffc0df7:A,Instacart,Instacart,funding_round/series_d,funding_round/unknown,techcrunch.com,www.cnbc.com,Grocery delivery startup Instacart recently closed a $400 million Series D round of funding at a valuation of $3.4 billion.,Instacart announced this morning that it has closed a $220 million funding round,1.000000,1.000000,0.000000,1.000000,0.633536,0.863354,easy_pos,data/runs/cal_instacart_01.sqlite,0
9957b442fb4445aa,07ceb09da1249ae6:post_money:c9a4c465:A,bc3d9452e0dc4d59:amount:d658105d:A,Instacart,Instacart,funding_round/series_d,funding_round/unknown,techcrunch.com,www.forbes.com,Grocery delivery startup Instacart recently closed a $400 million Series D round of funding at a valuation of $3.4 billion.,"Mehta debuted as a billionaire after raising $225 million in June, which valued the company at $13.7 billion",1.000000,1.000000,0.000000,1.000000,0.500546,0.850055,easy_pos,data/runs/cal_instacart_01.sqlite,0
c0f547cbcbb0b95b,26c2ab5b8b90ee0a:lead_investor:ed80e326:A,87ea45a2ff91024f:post_money:ed0aedaf:A,Instacart,Instacart,funding_round/series_a,funding_round/unknown,www.forbes.com,www.grocerydive.com,an $8.5 million Series A funding round in 2013 led by Silicon Valley venture capital firm Sequoia at $0.24 per share,The company announced in June that it raised $225 million at a $13.7 billion valuation,1.000000,1.000000,0.000000,1.000000,0.600413,0.860041,easy_pos,data/runs/cal_instacart_01.sqlite,0
7adc1aca7a6e8515,31f75e6ebfbfe9c2:amount:2ffc0df7:A,e12ed79220275d81:post_money:2d6aa0c0:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,www.cnbc.com,www.cnbc.com,Instacart announced this morning that it has closed a $220 million funding round,"Instacart announced a $600 million financing round led by D1 Capital Partners, valuing the online grocery start-up at $7.6 billion.",1.000000,1.000000,1.000000,1.000000,0.470494,0.947049,easy_pos,data/runs/cal_instacart_01.sqlite,0
a7366c45b43e4a89,31f75e6ebfbfe9c2:amount:2ffc0df7:A,eb1787dcd632b896:post_money:1ca379c7:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,www.cnbc.com,www.cnbc.com,Instacart announced this morning that it has closed a $220 million funding round,"The round increases Instacart's valuation to $13.7 billion, up from $8 billion when it last raised money in 2018.",1.000000,1.000000,1.000000,1.000000,0.338481,0.933848,easy_pos,data/runs/cal_instacart_01.sqlite,0
701e038bc78ff871,33173ba0e061e755:post_money:0fc78e02:A,57a8cd0cf37fa137:post_money:b2b05408:A,Instacart,Instacart,funding_round/series_e,funding_round/unknown,www.cooley.com,www.prnewswire.com,The latest round brings Instacart’s valuation to $4.35 billion.,Today's announcement increases the company's valuation to $39 billion.,1.000000,1.000000,0.000000,1.000000,0.560973,0.856097,easy_pos,data/runs/cal_instacart_01.sqlite,0
b4dd8b2aa8a7a515,4a524d4c37e06f18:post_money:363ef733:A,b51239a9c7eaef3e:post_money:d58e4d5a:A,Instacart,Instacart,funding_round/series_h,funding_round/series_f,public.com,tracxn.com,"Instacart raised $200 million of Series H venture funding in a deal led by Valiant Capital Partners and D1 Capital Partners on October 8, 2020, putting the company at a valuation of $17.5 billion.","Oct 08, 2020 | $200M | Series F | $17.7B",1.000000,1.000000,0.000000,1.000000,0.997811,0.899781,easy_pos,data/runs/cal_instacart_01.sqlite,0
74dc9256e362ca42,57a8cd0cf37fa137:post_money:b2b05408:A,b51239a9c7eaef3e:post_money:f94c00ba:A,Instacart,Instacart,funding_round/unknown,funding_round/series_f,www.prnewswire.com,tracxn.com,Today's announcement increases the company's valuation to $39 billion.,"Oct 16, 2018 | $600M | Series F | $7.6B",1.000000,1.000000,0.000000,1.000000,0.598115,0.859811,easy_pos,data/runs/cal_instacart_01.sqlite,0
99d1f81938f35e47,57a8cd0cf37fa137:post_money:b2b05408:A,bc3d9452e0dc4d59:amount:d658105d:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,www.prnewswire.com,www.forbes.com,Today's announcement increases the company's valuation to $39 billion.,"Mehta debuted as a billionaire after raising $225 million in June, which valued the company at $13.7 billion",1.000000,1.000000,0.000000,1.000000,0.923622,0.892362,easy_pos,data/runs/cal_instacart_01.sqlite,0
41f229c017b8a811,87ea45a2ff91024f:post_money:3322a8a0:A,c071e5941cc0163b:post_money:fcb276fd:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,www.grocerydive.com,techcrunch.com,"in October, noted it had bagged another $200 million that raised its valuation to $17.7 billion.","Instacart is now worth $17.7 billion, post-money, or $17.5 billion pre-money.",1.000000,1.000000,0.000000,1.000000,0.923622,0.892362,easy_pos,data/runs/cal_instacart_01.sqlite,1
ae95a173d39e864b,87ea45a2ff91024f:post_money:88b02358:A,b51239a9c7eaef3e:post_money:a85dda53:A,Instacart,Instacart,funding_round/unknown,funding_round/series_f,www.grocerydive.com,tracxn.com,"Instacart has raised $265 million in new funding, more than doubling its valuation to $39 billion","Jun 11, 2020 | $225M | Series F | $14B",1.000000,1.000000,0.000000,1.000000,0.598115,0.859811,easy_pos,data/runs/cal_instacart_01.sqlite,0
dea06c916f570a86,87ea45a2ff91024f:post_money:88b02358:A,c071e5941cc0163b:post_money:4370a2c5:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,www.grocerydive.com,techcrunch.com,"Instacart has raised $265 million in new funding, more than doubling its valuation to $39 billion",The June round valued the company at around $13.7 billion,1.000000,1.000000,0.000000,1.000000,0.923622,0.892362,easy_pos,data/runs/cal_instacart_01.sqlite,0
aeeda789e8efa8bc,87ea45a2ff91024f:post_money:88b02358:A,d76e5a3d2b4697e5:post_money:0e83f221:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,www.grocerydive.com,fortune.com,"Instacart has raised $265 million in new funding, more than doubling its valuation to $39 billion","...co-led two subsequent rounds, one in 2020 at a $17.7 billion valuation and one in 2021 at a $39 billion valuation, though the amount of capital raised in those rounds was smaller.",1.000000,1.000000,0.000000,1.000000,0.600413,0.860041,easy_pos,data/runs/cal_instacart_01.sqlite,1
0c912b0a0c10451d,87ea45a2ff91024f:post_money:ed0aedaf:A,bc3d9452e0dc4d59:post_money:4bfba9aa:A,Instacart,Instacart,funding_round/unknown,funding_round/series_h,www.grocerydive.com,www.forbes.com,The company announced in June that it raised $225 million at a $13.7 billion valuation,a $200 million Series H round that values the delivery app at $17.7 billion,1.000000,1.000000,0.000000,1.000000,0.923622,0.892362,easy_pos,data/runs/cal_instacart_01.sqlite,0
3d3b0e47e4177153,87ea45a2ff91024f:post_money:ed0aedaf:A,c071e5941cc0163b:post_money:fcb276fd:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,www.grocerydive.com,techcrunch.com,The company announced in June that it raised $225 million at a $13.7 billion valuation,"Instacart is now worth $17.7 billion, post-money, or $17.5 billion pre-money.",1.000000,1.000000,0.000000,1.000000,0.923622,0.892362,easy_pos,data/runs/cal_instacart_01.sqlite,0
c4caef85e5298f15,8ed409dd9c4bd971:post_money:e4c4bc04:A,af5125cf4c1a889a:post_money:a0d4dd2c:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,www.clay.com,techcrunch.com,"- Private Equity Round
- Amount Raised: USD 265,000,000
- Date: March 2021
- Valuation at Round: USD 39,000,000,000",The new funding ... pushes the company’s valuation to $39 billion,1.000000,1.000000,0.000000,1.000000,0.795732,0.879573,easy_pos,data/runs/cal_instacart_01.sqlite,1
0af52b6e99b6addd,8ed409dd9c4bd971:post_money:e4c4bc04:A,bc3d9452e0dc4d59:post_money:4bfba9aa:A,Instacart,Instacart,funding_round/unknown,funding_round/series_h,www.clay.com,www.forbes.com,"- Private Equity Round
- Amount Raised: USD 265,000,000
- Date: March 2021
- Valuation at Round: USD 39,000,000,000",a $200 million Series H round that values the delivery app at $17.7 billion,1.000000,1.000000,0.000000,1.000000,0.861534,0.886153,easy_pos,data/runs/cal_instacart_01.sqlite,0
8d6df6ccf3ecf9cc,8ed409dd9c4bd971:post_money:efbc5765:A,c071e5941cc0163b:post_money:0d6999e3:A,Instacart,Instacart,funding_round/unknown,funding_round/series_f,www.clay.com,techcrunch.com,"- Private Equity Round
- Amount Raised: USD 200,000,000
- Date: October 2020
- Valuation at Round: USD 17,700,000,000","Instacart’s valuation has more than doubled since its 2018 Series F, when it was worth around $7.9 billion.",1.000000,1.000000,0.000000,1.000000,0.861534,0.886153,easy_pos,data/runs/cal_instacart_01.sqlite,0
d6cad79b335bef40,8ed409dd9c4bd971:post_money:efbc5765:A,eb1787dcd632b896:post_money:1ca379c7:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,www.clay.com,www.cnbc.com,"- Private Equity Round
- Amount Raised: USD 200,000,000
- Date: October 2020
- Valuation at Round: USD 17,700,000,000","The round increases Instacart's valuation to $13.7 billion, up from $8 billion when it last raised money in 2018.",1.000000,1.000000,0.000000,1.000000,0.919582,0.891958,easy_pos,data/runs/cal_instacart_01.sqlite,0
4803f93f2be7d036,99f70ca7fcaa157e:post_money:b0f733ce:A,a3bc704b6b83d223:post_money:2c466a19:A,Instacart,Instacart,funding_round/unknown,funding_round/series_a,www.retaildive.com,finance.yahoo.com,"The funding round puts the estimated total value of Instacart at $3.4 billion, up from $2 billion in its previous round.","2013: $10.8 million Series A | $25 million valuation | Sequoia, SV Angel",1.000000,1.000000,0.000000,1.000000,0.806265,0.880627,easy_pos,data/runs/cal_instacart_01.sqlite,0
746325829fa4c3ee,a3bc704b6b83d223:post_money:2c466a19:A,c071e5941cc0163b:post_money:4370a2c5:A,Instacart,Instacart,funding_round/series_a,funding_round/unknown,finance.yahoo.com,techcrunch.com,"2013: $10.8 million Series A | $25 million valuation | Sequoia, SV Angel",The June round valued the company at around $13.7 billion,1.000000,1.000000,0.000000,1.000000,0.605037,0.860504,easy_pos,data/runs/cal_instacart_01.sqlite,0
71ea343649960913,a3bc704b6b83d223:post_money:63e74755:A,a3bc704b6b83d223:post_money:919898a6:A,Instacart,Instacart,funding_round/series_c,funding_round/series_e,finance.yahoo.com,finance.yahoo.com,"2015: $220 million Series C | $1.96 billion valuation | Kleiner Perkins Caufield & Byers, Comcast Ventures",Instacart has raised $150 million in fresh financing at a $4.35 billion valuation.,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_instacart_01.sqlite,0
5d32d6f4f6db3177,a3bc704b6b83d223:post_money:919898a6:A,c47384dd3e44b4df:post_money:b2854cf8:A,Instacart,Instacart,funding_round/series_e,funding_round/unknown,finance.yahoo.com,www.grocerydive.com,Instacart has raised $150 million in fresh financing at a $4.35 billion valuation.,"The funding, which follows a round of $225 million raised in June, brings its total valuation to $17.7 billion.",1.000000,1.000000,0.000000,1.000000,0.604706,0.860471,easy_pos,data/runs/cal_instacart_01.sqlite,0
f7722bdf78f95d87,af5125cf4c1a889a:amount:1deb50ff:A,b51239a9c7eaef3e:post_money:a85dda53:A,Instacart,Instacart,funding_round/unknown,funding_round/series_f,techcrunch.com,tracxn.com,"last year, Instacart announced three separate raises, including a $225 million round in June","Jun 11, 2020 | $225M | Series F | $14B",1.000000,1.000000,0.000000,1.000000,0.598115,0.859811,easy_pos,data/runs/cal_instacart_01.sqlite,1
987effcd0ea868eb,af5125cf4c1a889a:amount:1deb50ff:A,bc3d9452e0dc4d59:amount:d658105d:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,techcrunch.com,www.forbes.com,"last year, Instacart announced three separate raises, including a $225 million round in June","Mehta debuted as a billionaire after raising $225 million in June, which valued the company at $13.7 billion",1.000000,1.000000,0.000000,1.000000,0.923622,0.892362,easy_pos,data/runs/cal_instacart_01.sqlite,1
1d9adf63836a4b2f,af5125cf4c1a889a:amount:1deb50ff:A,bc3d9452e0dc4d59:post_money:4bfba9aa:A,Instacart,Instacart,funding_round/unknown,funding_round/series_h,techcrunch.com,www.forbes.com,"last year, Instacart announced three separate raises, including a $225 million round in June",a $200 million Series H round that values the delivery app at $17.7 billion,1.000000,1.000000,0.000000,1.000000,0.923622,0.892362,easy_pos,data/runs/cal_instacart_01.sqlite,0
44df6dcfdd5acac8,af5125cf4c1a889a:amount:1deb50ff:A,c071e5941cc0163b:post_money:fcb276fd:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,techcrunch.com,techcrunch.com,"last year, Instacart announced three separate raises, including a $225 million round in June","Instacart is now worth $17.7 billion, post-money, or $17.5 billion pre-money.",1.000000,1.000000,1.000000,1.000000,0.923622,0.992362,easy_pos,data/runs/cal_instacart_01.sqlite,0
6de889569f8bc4bf,af5125cf4c1a889a:amount:1deb50ff:A,d76e5a3d2b4697e5:post_money:14aa90f4:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,techcrunch.com,fortune.com,"last year, Instacart announced three separate raises, including a $225 million round in June","The firm first invested in 2018, according to PitchBook, leading a $871 million round at a $7.9 billion valuation.",1.000000,1.000000,0.000000,1.000000,0.600413,0.860041,easy_pos,data/runs/cal_instacart_01.sqlite,0
69ec8d5f09b4eb35,af5125cf4c1a889a:amount:4648e61f:A,c071e5941cc0163b:post_money:0d6999e3:A,Instacart,Instacart,funding_round/unknown,funding_round/series_f,techcrunch.com,techcrunch.com,followed by a $100 million round in July,"Instacart’s valuation has more than doubled since its 2018 Series F, when it was worth around $7.9 billion.",1.000000,1.000000,1.000000,1.000000,0.923622,0.992362,easy_pos,data/runs/cal_instacart_01.sqlite,0
c53c61c8af962be5,af5125cf4c1a889a:amount:65a71897:A,b51239a9c7eaef3e:post_money:c10f4b68:A,Instacart,Instacart,funding_round/unknown,funding_round/series_e,techcrunch.com,tracxn.com,"its last financing, a $200 million venture round in October 2020","Apr 05, 2018 | $150M | Series E | $4.35B",1.000000,1.000000,0.000000,1.000000,0.598115,0.859811,easy_pos,data/runs/cal_instacart_01.sqlite,0
3870d95f1d0efa06,af5125cf4c1a889a:amount:65a71897:A,c071e5941cc0163b:post_money:fcb276fd:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,techcrunch.com,techcrunch.com,"its last financing, a $200 million venture round in October 2020","Instacart is now worth $17.7 billion, post-money, or $17.5 billion pre-money.",1.000000,1.000000,1.000000,1.000000,0.923622,0.992362,easy_pos,data/runs/cal_instacart_01.sqlite,1
a9a946d151dced4e,af5125cf4c1a889a:post_money:a043a2f7:A,c071e5941cc0163b:pre_money:98b09615:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,techcrunch.com,techcrunch.com,more than double its $17.7 billion valuation when it raised its last financing,"Instacart is now worth $17.7 billion, post-money, or $17.5 billion pre-money.",1.000000,1.000000,1.000000,1.000000,0.923622,0.992362,easy_pos,data/runs/cal_instacart_01.sqlite,1
38005887543eebbd,af5125cf4c1a889a:post_money:a043a2f7:A,d76e5a3d2b4697e5:post_money:14aa90f4:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,techcrunch.com,fortune.com,more than double its $17.7 billion valuation when it raised its last financing,"The firm first invested in 2018, according to PitchBook, leading a $871 million round at a $7.9 billion valuation.",1.000000,1.000000,0.000000,1.000000,0.600413,0.860041,easy_pos,data/runs/cal_instacart_01.sqlite,0
0e3fad0803423a68,af5125cf4c1a889a:post_money:a0d4dd2c:A,c071e5941cc0163b:post_money:fcb276fd:A,Instacart,Instacart,funding_round/unknown,funding_round/unknown,techcrunch.com,techcrunch.com,The new funding ... pushes the company’s valuation to $39 billion,"Instacart is now worth $17.7 billion, post-money, or $17.5 billion pre-money.",1.000000,1.000000,1.000000,1.000000,0.923622,0.992362,easy_pos,data/runs/cal_instacart_01.sqlite,0
43f1c1145884e447,b51239a9c7eaef3e:post_money:6ad7dbe0:A,b51239a9c7eaef3e:post_money:7406a53f:A,Instacart,Instacart,funding_round/series_f,funding_round/series_c,tracxn.com,tracxn.com,"Mar 02, 2021 | $265M | Series F | $39B","Dec 30, 2014 | $220M | Series C | $2B",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_instacart_01.sqlite,0
89714077f1e37d7a,b51239a9c7eaef3e:post_money:6ad7dbe0:A,b51239a9c7eaef3e:post_money:c10f4b68:A,Instacart,Instacart,funding_round/series_f,funding_round/series_e,tracxn.com,tracxn.com,"Mar 02, 2021 | $265M | Series F | $39B","Apr 05, 2018 | $150M | Series E | $4.35B",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,easy_pos,data/runs/cal_instacart_01.sqlite,0
